species,breed_size,age,location,food_cost,preventive_cost,grooming_cost,total_annual_cost,risk_tier
Dog,Medium,8,Semi-Urban,301916,7985,4315,361348,HIGH
Dog,Medium,6,Urban,300920,8036,5107,361172,HIGH
Dog,Medium,11,Semi-Urban,299617,11348,4842,363178,HIGH
Dog,Small,4,Urban,213426,9562,3051,259944,HIGH
Cat,Small,7,Semi-Urban,209608,8297,3535,254656,HIGH
Dog,Small,4,Semi-Urban,211251,7421,3673,255696,HIGH
Dog,Large,7,Urban,406923,10705,7108,488446,HIGH
Cat,Medium,8,Urban,299085,9315,6097,361671,HIGH
Dog,Extra Large,6,Urban,498372,9941,8510,594346,HIGH
Dog,Medium,5,Semi-Urban,300685,7759,4830,360265,HIGH
Dog,Medium,5,Urban,300808,9970,5578,363809,HIGH
Dog,Medium,1,Urban,301216,12409,5243,366698,HIGH
Dog,Large,9,Urban,412703,12174,7199,496887,HIGH
Dog,Extra Large,1,Urban,497577,11959,8654,595918,HIGH
Dog,Extra Large,9,Urban,500340,12117,7720,598203,HIGH
Dog,Large,10,Semi-Urban,406159,10147,6890,486675,HIGH
Dog,Medium,5,Semi-Urban,302483,7550,5567,362940,HIGH
Dog,Extra Large,6,Urban,497172,8751,7903,590899,HIGH
Cat,Large,6,Urban,409081,9498,5456,487640,HIGH
Cat,Small,2,Semi-Urban,214926,9525,3600,262258,HIGH
Dog,Large,1,Urban,410930,12105,7328,494917,HIGH
Cat,Large,1,Urban,405779,12856,6560,488974,HIGH
Dog,Small,7,Semi-Urban,211727,7613,3480,256243,HIGH
Dog,Medium,5,Semi-Urban,301196,8916,5680,363160,HIGH
Cat,Medium,4,Urban,302539,9405,5554,365122,HIGH
Dog,Extra Large,3,Urban,495064,10266,8455,590852,HIGH
Cat,Medium,5,Semi-Urban,304436,7751,5481,365318,HIGH
Dog,Small,13,Urban,215914,12779,3719,267273,HIGH
Cat,Small,8,Semi-Urban,213862,8475,4315,260649,HIGH
Dog,Large,11,Semi-Urban,407754,11931,7666,491453,HIGH
Dog,Large,12,Urban,407345,13093,7027,491584,HIGH
Dog,Large,12,Semi-Urban,407467,11889,6947,490248,HIGH
Dog,Medium,1,Urban,305319,12909,5262,372013,HIGH
Dog,Large,9,Urban,408040,14203,7194,493852,HIGH
Dog,Medium,12,Semi-Urban,299866,10205,5594,363014,HIGH
Cat,Large,9,Semi-Urban,405288,11146,6492,486364,HIGH
Dog,Extra Large,6,Semi-Urban,493915,9749,8324,588786,HIGH
Dog,Medium,4,Semi-Urban,297322,9281,4803,358116,HIGH
Cat,Medium,10,Semi-Urban,303227,10057,5535,366641,HIGH
Dog,Small,8,Urban,212669,10548,4397,261756,HIGH
Dog,Small,1,Semi-Urban,213965,10951,4704,264063,HIGH
Dog,Large,13,Semi-Urban,409687,9243,6309,489024,HIGH
Dog,Medium,6,Semi-Urban,302152,7482,4442,361187,HIGH
Cat,Small,8,Urban,209789,10816,3514,257736,HIGH
Dog,Medium,3,Semi-Urban,302426,8110,5998,364014,HIGH
Cat,Medium,6,Urban,300520,10341,5352,363644,HIGH
Dog,Medium,7,Urban,303645,11284,4711,367586,HIGH
Dog,Large,2,Urban,409174,9274,5990,488103,HIGH
Dog,Medium,6,Urban,301042,9838,5617,363971,HIGH
Cat,Medium,3,Urban,306792,9150,4451,368451,HIGH
Dog,Medium,12,Semi-Urban,301997,10511,5448,365649,HIGH
Dog,Small,8,Semi-Urban,215286,8413,3796,261619,HIGH
Cat,Medium,8,Urban,300204,9472,5121,362016,HIGH
Dog,Extra Large,1,Semi-Urban,495578,11111,8134,592046,HIGH
Dog,Large,13,Urban,410480,14779,7224,497355,HIGH
Cat,Medium,9,Urban,303436,12995,4894,369523,HIGH
Dog,Large,4,Urban,406353,10155,7558,487675,HIGH
Dog,Medium,12,Urban,298556,13007,4935,363972,HIGH
Dog,Large,8,Semi-Urban,407455,6837,7581,485153,HIGH
Dog,Medium,13,Urban,302656,13327,5137,369288,HIGH
Dog,Small,10,Urban,215075,13093,4096,267103,HIGH
Cat,Medium,13,Urban,302585,11941,5580,368121,HIGH
Dog,Extra Large,9,Urban,502315,14517,8493,604123,HIGH
Dog,Large,9,Semi-Urban,405896,10666,6715,486768,HIGH
Dog,Medium,10,Urban,304315,12919,4601,370110,HIGH
Dog,Large,12,Urban,410124,13417,6841,494939,HIGH
Dog,Large,4,Urban,406640,9729,6859,486712,HIGH
Cat,Extra Large,1,Urban,493985,13347,8318,592997,HIGH
Dog,Medium,1,Urban,302104,13844,4031,367975,HIGH
Cat,Large,3,Semi-Urban,411727,6923,6263,488649,HIGH
Dog,Medium,10,Urban,303710,12103,4627,368506,HIGH
Dog,Small,3,Urban,213125,9260,3576,259855,HIGH
Cat,Extra Large,5,Urban,495826,9851,7628,590300,HIGH
Dog,Extra Large,11,Urban,497048,11585,7840,593943,HIGH
Dog,Medium,12,Urban,296574,12320,5584,361649,HIGH
Dog,Extra Large,1,Urban,496898,13239,8625,596576,HIGH
Dog,Small,11,Urban,211080,12835,3837,261914,HIGH
Dog,Small,2,Urban,215252,8967,3063,261374,HIGH
Dog,Small,5,Semi-Urban,211620,7475,3119,255546,HIGH
Cat,Large,8,Semi-Urban,409907,8482,6404,488511,HIGH
Dog,Medium,1,Semi-Urban,301190,9426,6054,364170,HIGH
Dog,Large,2,Urban,411118,10352,6781,492488,HIGH
Dog,Medium,9,Semi-Urban,300695,10685,5454,364359,HIGH
Dog,Medium,11,Semi-Urban,302649,10088,5686,366186,HIGH
Dog,Large,3,Urban,409124,10947,7194,491354,HIGH
Dog,Large,8,Urban,409500,8852,6052,488064,HIGH
Dog,Large,11,Urban,404957,13021,6562,488221,HIGH
Dog,Medium,5,Urban,300140,9878,4943,362205,HIGH
Dog,Medium,11,Semi-Urban,302121,10187,4939,364834,HIGH
Dog,Medium,13,Urban,302308,12694,4592,367533,HIGH
Dog,Large,11,Semi-Urban,409132,9859,6342,489132,HIGH
Dog,Medium,7,Semi-Urban,300439,7812,4421,359572,HIGH
Dog,Extra Large,4,Urban,498444,11684,9748,597857,HIGH
Dog,Medium,7,Urban,302593,10460,5592,366441,HIGH
Dog,Medium,13,Urban,302591,12984,5408,369130,HIGH
Cat,Large,4,Urban,409029,10616,7331,491022,HIGH
Dog,Medium,6,Semi-Urban,303893,8304,4803,364550,HIGH
Dog,Medium,10,Semi-Urban,301235,9758,5237,363664,HIGH
Dog,Large,12,Semi-Urban,404915,10005,6016,484076,HIGH
Cat,Medium,2,Urban,302639,11024,4594,365995,HIGH
Dog,Extra Large,8,Urban,496638,10270,8532,592756,HIGH
Dog,Medium,2,Semi-Urban,304370,7890,5062,364920,HIGH
Dog,Extra Large,9,Urban,496117,12846,8541,595129,HIGH
Dog,Large,5,Urban,409309,10001,6913,490156,HIGH
Dog,Small,1,Urban,210938,13458,4355,263063,HIGH
Cat,Large,3,Semi-Urban,410485,8662,7138,490227,HIGH
Dog,Small,5,Semi-Urban,216719,7967,4268,263297,HIGH
Dog,Medium,10,Urban,298890,12959,4567,363878,HIGH
Cat,Medium,3,Semi-Urban,298335,6668,5161,356688,HIGH
Dog,Medium,3,Urban,304396,10849,4720,367959,HIGH
Cat,Small,11,Urban,212780,12039,4472,263684,HIGH
Cat,Medium,2,Semi-Urban,302026,7061,5164,361388,HIGH
Dog,Large,11,Urban,407326,13040,5715,489993,HIGH
Dog,Extra Large,5,Urban,497407,10085,7888,592687,HIGH
Dog,Extra Large,1,Urban,499651,14205,8790,601042,HIGH
Dog,Small,4,Urban,213094,9102,3014,258991,HIGH
Dog,Extra Large,4,Urban,497993,9126,8052,592446,HIGH
Dog,Large,12,Semi-Urban,406188,9372,7198,486171,HIGH
Dog,Small,2,Semi-Urban,211120,7341,3521,255279,HIGH
Dog,Medium,13,Semi-Urban,303075,9643,4652,364975,HIGH
Dog,Large,10,Urban,408188,13277,7617,493444,HIGH
Dog,Medium,11,Urban,303242,13324,5843,370770,HIGH
Dog,Small,9,Semi-Urban,213468,12815,3341,264067,HIGH
Dog,Large,6,Urban,408631,9313,6565,488185,HIGH
Cat,Small,5,Urban,216270,9866,3930,264575,HIGH
Cat,Large,5,Urban,410186,9962,7566,491871,HIGH
Dog,Medium,1,Urban,304155,12624,5275,370362,HIGH
Cat,Small,5,Semi-Urban,214162,7871,3802,259710,HIGH
Cat,Extra Large,10,Semi-Urban,497773,9122,8625,592848,HIGH
Dog,Large,8,Urban,408033,9659,7209,488636,HIGH
Cat,Large,11,Urban,406570,12725,7161,490424,HIGH
Dog,Medium,5,Semi-Urban,300567,7111,5196,359805,HIGH
Cat,Large,4,Urban,409553,9627,7174,490307,HIGH
Dog,Small,6,Urban,213047,11324,4262,262927,HIGH
Dog,Medium,7,Urban,299861,10461,4986,362604,HIGH
Cat,Large,7,Urban,405492,9804,6888,485511,HIGH
Dog,Medium,5,Urban,299577,9356,5724,361855,HIGH
Dog,Medium,11,Urban,301878,12723,4878,367400,HIGH
Dog,Extra Large,1,Semi-Urban,497956,9777,8493,593659,HIGH
Dog,Extra Large,8,Urban,494748,10449,9425,591815,HIGH
Cat,Large,2,Urban,408882,9656,7118,489504,HIGH
Dog,Medium,9,Urban,301029,12407,5714,367022,HIGH
Dog,Small,11,Urban,212044,12684,4213,263282,HIGH
Dog,Medium,10,Semi-Urban,302147,9985,4812,364485,HIGH
Dog,Medium,11,Urban,299132,13231,4952,364912,HIGH
Cat,Large,9,Urban,405756,12574,7008,489138,HIGH
Dog,Large,1,Urban,407669,13421,7267,492610,HIGH
Dog,Medium,13,Urban,297339,12937,5642,363305,HIGH
Dog,Medium,1,Urban,304664,11390,5416,369690,HIGH
Cat,Medium,11,Urban,300322,11587,5381,364883,HIGH
Dog,Small,12,Semi-Urban,213768,10550,4233,262833,HIGH
Dog,Extra Large,7,Semi-Urban,495423,7800,9468,589594,HIGH
Dog,Large,10,Urban,401292,11923,6747,482956,HIGH
Dog,Medium,1,Urban,303722,12678,4653,369210,HIGH
Cat,Large,5,Urban,407787,9468,7679,488674,HIGH
Cat,Large,2,Urban,410437,9482,7160,491140,HIGH
Dog,Large,8,Urban,408034,10880,7675,490577,HIGH
Cat,Large,1,Semi-Urban,407372,10027,7052,488118,HIGH
Cat,Medium,4,Urban,300791,9420,4772,362230,HIGH
Cat,Small,10,Urban,212619,13421,3834,264355,HIGH
Dog,Extra Large,8,Urban,497636,8922,8640,592477,HIGH
Dog,Medium,10,Urban,305192,13379,5201,372337,HIGH
Dog,Extra Large,8,Urban,498855,9767,9149,595436,HIGH
Dog,Large,7,Semi-Urban,408258,7959,7112,486828,HIGH
Dog,Medium,5,Semi-Urban,303723,7874,4792,363847,HIGH
Dog,Medium,13,Semi-Urban,300376,10756,4233,362669,HIGH
Cat,Medium,7,Urban,300760,11413,6104,366018,HIGH
Dog,Small,1,Urban,211201,11954,3341,260470,HIGH
Dog,Large,6,Urban,409812,8322,7552,489538,HIGH
Cat,Medium,4,Urban,300826,10192,4649,363017,HIGH
Cat,Medium,5,Urban,301341,11382,4836,365192,HIGH
Dog,Medium,5,Urban,302842,10971,5147,366804,HIGH
Cat,Large,2,Semi-Urban,406500,7958,6416,484005,HIGH
Cat,Small,9,Semi-Urban,212490,10762,4044,261390,HIGH
Cat,Small,5,Semi-Urban,215635,7973,2706,260261,HIGH
Dog,Medium,7,Urban,301704,10233,5122,364617,HIGH
Dog,Medium,4,Semi-Urban,302109,9496,5460,364624,HIGH
Dog,Large,4,Urban,408452,8897,7276,488318,HIGH
Dog,Medium,12,Semi-Urban,302691,9751,4956,365007,HIGH
Cat,Extra Large,4,Urban,497295,11376,7701,593827,HIGH
Dog,Medium,10,Semi-Urban,302707,10071,4967,365406,HIGH
Dog,Large,9,Urban,406541,12146,6806,489316,HIGH
Dog,Small,3,Urban,209773,10683,3423,257460,HIGH
Cat,Large,3,Urban,408104,10341,7600,489951,HIGH
Cat,Medium,3,Urban,301459,9732,4658,363226,HIGH
Dog,Large,6,Urban,408198,9720,6144,487671,HIGH
Cat,Medium,10,Urban,300677,12298,4964,365629,HIGH
Dog,Medium,3,Urban,304152,9351,5081,366371,HIGH
Dog,Medium,13,Urban,301522,13579,5071,368197,HIGH
Dog,Large,1,Urban,408318,14172,7087,494013,HIGH
Dog,Small,13,Urban,215065,13918,4310,268286,HIGH
Dog,Medium,5,Urban,302293,8826,6146,364854,HIGH
Dog,Medium,6,Urban,304069,8717,5300,365798,HIGH
Dog,Large,9,Urban,406309,13102,6628,489944,HIGH
Cat,Extra Large,3,Urban,497194,11700,7939,594357,HIGH
Dog,Large,11,Urban,405728,12495,6113,487986,HIGH
Dog,Medium,10,Urban,303793,12714,4941,369665,HIGH
Dog,Medium,2,Semi-Urban,302279,7771,5676,363084,HIGH
Cat,Medium,7,Urban,302983,9928,4450,364965,HIGH
Dog,Medium,7,Semi-Urban,297895,8921,4859,358426,HIGH
Dog,Large,11,Urban,408709,13482,6893,493446,HIGH
Cat,Medium,10,Semi-Urban,301650,9854,4937,363907,HIGH
Dog,Medium,5,Urban,302247,10141,5601,365687,HIGH
Dog,Large,6,Semi-Urban,407293,9272,5843,485769,HIGH
Dog,Large,8,Urban,411333,9589,7010,492121,HIGH
Dog,Large,10,Urban,407902,12345,6371,490610,HIGH
Cat,Medium,3,Semi-Urban,301165,7012,5432,360650,HIGH
Cat,Large,4,Urban,407125,10746,6374,487881,HIGH
Dog,Medium,3,Urban,301858,9737,4595,363618,HIGH
Dog,Large,11,Urban,410925,12123,6687,494195,HIGH
Dog,Medium,10,Urban,301375,12810,5500,367637,HIGH
Dog,Large,7,Urban,408031,9357,7010,488057,HIGH
Dog,Large,3,Urban,409352,10550,6691,490581,HIGH
Cat,Large,5,Urban,406677,9900,6079,486054,HIGH
Dog,Medium,11,Semi-Urban,302531,10013,5481,365728,HIGH
Dog,Medium,6,Urban,299996,10528,6011,364015,HIGH
Cat,Medium,11,Urban,301369,13158,5050,367513,HIGH
Dog,Large,4,Semi-Urban,406913,7685,6697,484489,HIGH
Dog,Small,4,Urban,213826,8559,4580,261009,HIGH
Dog,Medium,7,Urban,297635,11108,5365,361224,HIGH
Dog,Medium,6,Semi-Urban,304502,8767,5603,366702,HIGH
Dog,Large,3,Urban,408087,10029,7218,489134,HIGH
Cat,Medium,2,Urban,295542,8967,5088,356036,HIGH
Dog,Medium,4,Urban,298430,10256,5153,360914,HIGH
Cat,Small,8,Semi-Urban,214263,8835,4180,261369,HIGH
Dog,Large,9,Urban,409444,14616,7760,496593,HIGH
Dog,Medium,7,Semi-Urban,299570,7029,4335,357574,HIGH
Dog,Small,11,Urban,214113,11729,3948,264258,HIGH
Dog,Small,7,Urban,211297,9625,3463,258042,HIGH
Dog,Medium,7,Urban,303713,10401,5521,367580,HIGH
Dog,Large,7,Semi-Urban,406439,7558,6576,483658,HIGH
Dog,Large,8,Urban,410386,10527,6595,491634,HIGH
Cat,Medium,6,Semi-Urban,305087,7083,4943,364679,HIGH
Dog,Medium,6,Urban,303883,8834,6248,366809,HIGH
Dog,Medium,4,Semi-Urban,300062,7745,5311,360085,HIGH
Cat,Medium,2,Urban,300822,10264,4962,363455,HIGH
Dog,Small,10,Urban,210811,13648,4382,263167,HIGH
Dog,Medium,3,Urban,302464,10293,5077,365509,HIGH
Cat,Large,5,Urban,405251,10377,6763,485749,HIGH
Dog,Large,4,Urban,407999,8187,6614,486220,HIGH
Dog,Medium,4,Urban,303603,9451,4532,365223,HIGH
Dog,Large,5,Urban,406721,10749,6690,487784,HIGH
Cat,Large,7,Urban,407013,9112,6769,486328,HIGH
Dog,Medium,2,Urban,300849,9691,4512,362309,HIGH
Cat,Large,3,Urban,406802,8648,6956,485766,HIGH
Dog,Large,13,Semi-Urban,406814,11733,6642,488967,HIGH
Cat,Large,11,Urban,409476,12075,6118,491819,HIGH
Dog,Medium,1,Urban,300490,12069,5390,365641,HIGH
Dog,Small,1,Urban,213957,13961,3779,266451,HIGH
Dog,Medium,3,Semi-Urban,306427,9640,5090,369330,HIGH
Dog,Medium,12,Urban,302987,13612,5671,370610,HIGH
Dog,Large,12,Urban,410815,13339,7402,496289,HIGH
Dog,Medium,9,Urban,302936,12141,5134,368242,HIGH
Dog,Medium,7,Urban,303575,9986,4697,365996,HIGH
Dog,Small,11,Urban,216570,13212,3535,268314,HIGH
Cat,Large,3,Urban,406729,9188,7691,487149,HIGH
Cat,Small,4,Urban,212642,9716,3761,260036,HIGH
Dog,Large,2,Semi-Urban,405976,8247,6617,483966,HIGH
Dog,Small,9,Semi-Urban,212134,10951,3578,260662,HIGH
Dog,Large,13,Urban,406923,12561,6351,489710,HIGH
Cat,Large,9,Urban,408182,13585,7061,493152,HIGH
Dog,Large,8,Urban,408811,9455,7005,489061,HIGH
Dog,Small,1,Urban,215790,14637,2509,267876,HIGH
Dog,Medium,8,Urban,300976,10928,5670,365210,HIGH
Dog,Medium,7,Semi-Urban,303740,9194,5075,365710,HIGH
Dog,Large,6,Urban,407797,10300,6550,488344,HIGH
Dog,Large,12,Semi-Urban,407866,10998,7025,489772,HIGH
Dog,Large,10,Urban,408711,11845,7416,492167,HIGH
Cat,Large,4,Urban,411294,9467,7165,492114,HIGH
Dog,Small,9,Urban,213611,14478,3724,266584,HIGH
Dog,Medium,10,Semi-Urban,301805,10211,4978,364543,HIGH
Dog,Medium,3,Urban,303213,10487,5878,367514,HIGH
Dog,Medium,8,Urban,299846,11021,4848,363072,HIGH
Dog,Large,2,Urban,403074,10224,7031,483378,HIGH
Dog,Medium,12,Urban,303490,13526,5213,370563,HIGH
Dog,Large,6,Urban,409587,10671,6194,490419,HIGH
Dog,Extra Large,10,Urban,496805,14480,8635,597908,HIGH
Dog,Medium,7,Semi-Urban,303073,7482,4258,362034,HIGH
Dog,Extra Large,11,Urban,497152,12628,7805,595222,HIGH
Dog,Medium,1,Urban,301920,11555,5625,366965,HIGH
Dog,Large,7,Urban,406946,10692,7469,488873,HIGH
Dog,Extra Large,9,Urban,497366,14577,8398,598392,HIGH
Cat,Medium,1,Urban,299448,13738,5371,366340,HIGH
Cat,Small,6,Urban,213466,9453,2581,259325,HIGH
Cat,Small,11,Semi-Urban,212285,10239,2796,259118,HIGH
Dog,Large,8,Urban,408483,8426,6886,487364,HIGH
Dog,Medium,3,Urban,305189,11103,4616,369044,HIGH
Cat,Extra Large,9,Semi-Urban,494397,11277,8600,591415,HIGH
Dog,Small,3,Semi-Urban,211191,8017,3697,256340,HIGH
Cat,Small,8,Semi-Urban,211255,8713,3354,256820,HIGH
Dog,Medium,12,Urban,305244,13723,5363,372979,HIGH
Dog,Small,7,Urban,216146,9723,4340,264740,HIGH
Dog,Large,4,Urban,408171,8765,7680,488308,HIGH
Cat,Extra Large,11,Urban,493741,12789,7641,591296,HIGH
Dog,Small,13,Urban,215319,13277,3710,267151,HIGH
Cat,Medium,8,Urban,301863,8425,4364,361849,HIGH
Dog,Large,1,Urban,409749,11493,7840,493444,HIGH
Dog,Extra Large,4,Urban,498643,9041,8347,593435,HIGH
Dog,Medium,6,Urban,304723,9135,5111,366814,HIGH
Dog,Large,11,Semi-Urban,407590,11405,7164,490082,HIGH
Dog,Small,4,Urban,212802,10839,3846,261610,HIGH
Dog,Extra Large,13,Urban,498543,13699,8733,599121,HIGH
Dog,Small,13,Urban,212123,13172,3199,262768,HIGH
Dog,Small,2,Semi-Urban,210570,7915,3338,255096,HIGH
Dog,Medium,2,Urban,304074,10513,5353,367931,HIGH
Dog,Medium,1,Semi-Urban,304486,9221,5312,366871,HIGH
Dog,Large,9,Urban,407818,13141,6522,491603,HIGH
Dog,Medium,5,Urban,298838,10930,5877,362991,HIGH
Dog,Large,4,Urban,405925,11379,6532,487411,HIGH
Dog,Large,7,Urban,409159,9474,7420,489960,HIGH
Dog,Medium,5,Urban,302806,9712,4648,364740,HIGH
Dog,Large,2,Semi-Urban,409903,8458,7288,489496,HIGH
Dog,Small,1,Urban,214609,11304,4649,265146,HIGH
Dog,Small,13,Urban,214812,13651,3410,266653,HIGH
Dog,Medium,13,Urban,302025,12873,4837,367695,HIGH
Dog,Large,3,Urban,410820,9657,6869,491447,HIGH
Cat,Large,4,Urban,408550,10014,7468,489936,HIGH
Dog,Medium,11,Urban,304258,13552,5930,372301,HIGH
Dog,Extra Large,7,Semi-Urban,496727,5898,8281,587541,HIGH
Cat,Medium,12,Semi-Urban,300183,10171,4246,361790,HIGH
Dog,Medium,9,Urban,301871,12748,5642,368300,HIGH
Cat,Large,6,Urban,407058,12007,6964,489933,HIGH
Dog,Medium,2,Urban,300511,11262,4876,364146,HIGH
Dog,Medium,5,Urban,301709,9872,5042,364116,HIGH
Dog,Large,6,Urban,412069,10785,6845,494153,HIGH
Dog,Large,7,Urban,408346,10647,6512,489330,HIGH
Dog,Medium,3,Urban,298829,9611,4734,360150,HIGH
Cat,Medium,7,Semi-Urban,300955,6663,5044,359561,HIGH
Dog,Extra Large,3,Urban,498558,8444,9479,593953,HIGH
Dog,Large,1,Semi-Urban,408707,11316,6756,490795,HIGH
Dog,Medium,12,Urban,301437,12321,5898,367604,HIGH
Dog,Medium,13,Semi-Urban,299096,9281,4715,360055,HIGH
Dog,Extra Large,2,Semi-Urban,495978,9157,8015,590122,HIGH
Dog,Small,3,Urban,213228,11394,3697,262566,HIGH
Dog,Large,6,Urban,411400,9090,7428,492105,HIGH
Dog,Extra Large,5,Urban,496314,10247,8851,592723,HIGH
Dog,Large,4,Semi-Urban,411505,8388,7323,491298,HIGH
Dog,Medium,9,Urban,301741,11706,4706,365875,HIGH
Dog,Large,9,Urban,404645,13456,6306,488068,HIGH
Dog,Large,12,Urban,410354,12998,6670,494525,HIGH
Cat,Medium,2,Urban,299455,10274,5736,362784,HIGH
Dog,Large,2,Urban,409896,9839,7402,491207,HIGH
Cat,Large,4,Urban,409609,10065,7267,490982,HIGH
Cat,Large,11,Urban,404706,14685,7105,490470,HIGH
Dog,Small,10,Urban,214122,11886,3057,263424,HIGH
Cat,Large,5,Urban,407857,8862,7466,487812,HIGH
Dog,Medium,13,Urban,300700,12608,5314,366415,HIGH
Dog,Large,4,Urban,410860,9728,7126,491871,HIGH
Dog,Medium,4,Urban,301675,10725,6154,366337,HIGH
Dog,Large,2,Urban,404554,10930,6132,484858,HIGH
Dog,Large,3,Urban,409317,9368,6819,489329,HIGH
Dog,Large,9,Urban,407734,12864,6618,491298,HIGH
Cat,Medium,10,Urban,301540,13359,4550,367366,HIGH
Dog,Large,8,Urban,408378,9030,7534,488683,HIGH
Dog,Medium,10,Urban,303041,12816,4943,368920,HIGH
Dog,Small,3,Urban,213506,10213,3657,261482,HIGH
Dog,Large,11,Urban,407159,12625,7362,491217,HIGH
Cat,Medium,12,Urban,304474,12959,4347,370047,HIGH
Dog,Medium,13,Urban,302983,10697,4986,366465,HIGH
Dog,Large,5,Semi-Urban,407818,8151,6898,486297,HIGH
Cat,Small,2,Urban,211379,9753,2645,257343,HIGH
Dog,Small,9,Urban,212462,13536,2575,262858,HIGH
Cat,Extra Large,1,Urban,496972,13374,8550,596730,HIGH
Dog,Large,6,Urban,409516,9991,6555,489971,HIGH
Dog,Large,5,Urban,411613,9418,7499,492809,HIGH
Dog,Small,6,Semi-Urban,215274,6652,3647,259408,HIGH
Dog,Small,11,Urban,212795,12838,3533,263540,HIGH
Dog,Small,8,Semi-Urban,209927,8302,3672,255186,HIGH
Cat,Large,11,Urban,405219,14098,7812,491198,HIGH
Dog,Medium,11,Semi-Urban,301368,10266,5625,364847,HIGH
Dog,Small,2,Urban,212142,10749,4193,261146,HIGH
Cat,Medium,1,Semi-Urban,304271,10453,5098,367795,HIGH
Dog,Medium,1,Urban,305586,14099,5583,374058,HIGH
Dog,Medium,13,Semi-Urban,302459,10904,4898,366000,HIGH
Dog,Medium,11,Urban,304560,13425,4771,371169,HIGH
Dog,Medium,11,Semi-Urban,300911,10891,5864,365315,HIGH
Dog,Medium,5,Semi-Urban,305221,7154,5635,365711,HIGH
Dog,Large,6,Urban,410430,10643,7426,492773,HIGH
Dog,Small,9,Semi-Urban,215158,10949,3369,263897,HIGH
Dog,Large,3,Urban,408821,9696,6492,488760,HIGH
Dog,Large,1,Semi-Urban,410287,10399,6597,491375,HIGH
Dog,Large,1,Urban,407709,12476,7031,491298,HIGH
Dog,Extra Large,10,Semi-Urban,497846,11174,9083,595818,HIGH
Cat,Medium,7,Semi-Urban,302923,8808,5541,364862,HIGH
Dog,Extra Large,2,Urban,497280,9442,8527,592536,HIGH
Cat,Small,8,Urban,213298,10290,3725,261409,HIGH
Dog,Extra Large,12,Urban,496864,13076,7980,595608,HIGH
Dog,Extra Large,12,Semi-Urban,497851,9467,7725,592299,HIGH
Dog,Large,1,Urban,406989,12609,6207,489675,HIGH
Dog,Small,9,Urban,213453,12130,2705,262531,HIGH
Dog,Medium,4,Urban,302715,10446,4068,364813,HIGH
Dog,Medium,6,Urban,299276,8657,4267,359030,HIGH
Dog,Medium,6,Semi-Urban,302982,7827,5615,363887,HIGH
Cat,Large,6,Urban,410486,8623,7012,490039,HIGH
Dog,Extra Large,3,Semi-Urban,497665,7997,8557,591351,HIGH
Dog,Medium,12,Urban,302894,13805,4307,369156,HIGH
Cat,Medium,10,Urban,302327,13335,5416,369239,HIGH
Dog,Large,6,Urban,409099,10741,6474,490261,HIGH
Dog,Small,7,Semi-Urban,215347,6572,3136,258813,HIGH
Dog,Extra Large,5,Semi-Urban,496975,8132,7242,589201,HIGH
Cat,Medium,9,Semi-Urban,301224,11049,5624,365581,HIGH
Cat,Large,2,Urban,407310,9992,6632,487524,HIGH
Dog,Large,7,Semi-Urban,408810,7924,6924,487206,HIGH
Dog,Medium,11,Semi-Urban,302146,10897,4890,365622,HIGH
Dog,Extra Large,13,Semi-Urban,498740,9629,8624,594541,HIGH
Dog,Medium,1,Urban,305225,12226,4338,370057,HIGH
Dog,Extra Large,1,Urban,495502,14096,9007,596395,HIGH
Cat,Large,8,Urban,409018,9646,7088,489614,HIGH
Dog,Medium,12,Urban,298836,13083,5960,365560,HIGH
Dog,Medium,2,Semi-Urban,304795,7591,5866,365989,HIGH
Dog,Large,13,Urban,409196,13512,7264,494467,HIGH
Dog,Medium,6,Semi-Urban,298558,7537,5587,358434,HIGH
Dog,Large,12,Urban,409274,11740,7399,492674,HIGH
Dog,Medium,8,Urban,301792,9560,5296,364145,HIGH
Dog,Medium,12,Urban,301151,12436,4573,365884,HIGH
Dog,Large,3,Semi-Urban,406515,8945,7099,485942,HIGH
Dog,Large,4,Urban,409485,9708,7378,490556,HIGH
Dog,Medium,2,Urban,304774,9802,4329,366740,HIGH
Dog,Extra Large,10,Semi-Urban,498501,10541,8741,595450,HIGH
Dog,Large,8,Semi-Urban,407765,10151,7807,489581,HIGH
Dog,Large,7,Urban,407360,9099,6646,486570,HIGH
Dog,Large,10,Urban,409002,13076,7005,493445,HIGH
Dog,Medium,2,Urban,305275,9326,5491,368105,HIGH
Dog,Medium,6,Semi-Urban,301892,7866,5718,362797,HIGH
Dog,Medium,8,Urban,299976,9796,4778,361732,HIGH
Dog,Medium,5,Semi-Urban,301408,8567,4469,361610,HIGH
Cat,Extra Large,11,Urban,503266,12932,8847,603801,HIGH
Dog,Large,1,Urban,409501,13560,7214,494816,HIGH
Dog,Medium,11,Urban,302098,13247,5987,369531,HIGH
Dog,Large,11,Urban,407345,12196,7300,490867,HIGH
Cat,Large,10,Semi-Urban,408274,10918,6812,489904,HIGH
Dog,Small,8,Semi-Urban,212296,8275,3770,257992,HIGH
Dog,Medium,9,Urban,303268,13786,5273,370676,HIGH
Dog,Small,11,Urban,210874,13735,3374,262180,HIGH
Dog,Medium,13,Urban,299826,13116,5000,365633,HIGH
Dog,Small,4,Semi-Urban,209011,7961,3377,253401,HIGH
